sk_Vitima,Id_vitima,Relacaovitimasuspeito,Sexodavitima,Orientacaosexualdavitima,Faixaetariadavitima,Deficienciadavitima,Doencararadavitima,UFdavitima,Profissaodavitima,Graudeinstrucaodavitima,RacaCordavitima,Etniadavitima,Faixaderendadavitima,Pais_da_Vitima
fe0773bd-a736-40c7-8822-15f495e49ef8,e9dd0548-0f8e-4f61-b256-e79989593130,EX-COMPANHEIRO(A),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,PROFESSOR DE EDUCAÇÃO FÍSICA DO ENSINO FUNDAMENTAL,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
d3fa8afd-9753-47ed-9a37-746018120614,7198018c-82cc-4e86-835b-47cdc8a51e88,IRMÃO(Ã),FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
36e615fe-4271-489f-aa86-86a99b78afbb,14e42749-3f2a-4f03-a98f-e7d74464cda7,ESPOSA(O),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
f53828f8-1ef4-4b86-a73a-96c938d8cdda,40e10807-60e1-454a-9252-63e85940ca88,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
b2cdbc28-0665-40d6-bf1e-dd7f2b5c59aa,430fa8cf-6177-41ea-9544-e55bcea8b3ed,VIZINHO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,AGENTE COMUNITÁRIO DE SAÚDE,SUPERIOR INCOMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
bb4e7963-8bab-431f-90c8-a6be5b48f1e9,ae5419f4-c704-475e-96e1-782aeceff01d,IRMÃO(Ã),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
09cb0bc5-c0a2-4419-b367-71ad48fbe8b2,ff3b0c4a-aa62-4bee-a52a-31cfdb203c73,VIZINHO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,CABELEIREIRO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
290d9692-6264-4448-9ceb-fc4d8541d492,3e56e6a4-98ab-4f21-a98e-3db91df5313e,VIZINHO(A),FEMININO,HETEROSSEXUAL,40 a 49 ANOS,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
d5cd6e0c-6ae9-4190-906a-6d51cc204e30,dbde30c4-5b67-4490-bf1a-e1d72fe22dee,OUTROS,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
d5d1cd9f-9bf4-4a04-a476-47f0d457de2d,08a1c8d9-2b53-4e4d-9cb8-e3e45aa9262c,IRMÃO(Ã),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
01fcebf8-eab0-4aa4-85b6-877a673a398b,2269f2cf-452e-4d55-beb3-067844fdd9f4,VIZINHO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,EMPREGADO  DOMÉSTICO  NOS SERVIÇOS GERAIS,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
e2db4d79-9139-48cd-93df-8aefae321918,1d7265da-863a-4abe-b47e-ede775b194e2,NAMORADO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
407dfce5-2c4d-46dd-a426-23a4df8fabfb,88a97fbf-8026-4be9-a80b-a10bdf262c49,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
3b8092a5-d9c7-4c52-a6a5-486f2bccf4de,c522e1fb-ef29-4f94-a99a-10ed70f01b24,COMPANHEIRO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,VENDEDOR AMBULANTE,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
5ca21d1e-cd3d-4cf3-b6d0-37c2185fe333,8bdf5e08-f5f8-43c6-bc61-59efc8af54ca,ESPOSA(O),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
e8195c98-161e-49d6-b340-d9b8335d519e,2b0ce969-62f2-483b-a670-73b3baef0a23,FILHO(A),MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
a6d7f85f-ca66-4940-b7d6-44963fbbfe67,b5c83dbb-1d93-4ca6-90da-abc22e38b545,PRESTADOR(A) DE SERVIÇO,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
8dd675b1-cdb8-4b1a-abaa-ddf03617b7b3,3dbae05c-0c5f-4557-b460-3036709fa002,NÃO INFORMADO,FEMININO,HETEROSSEXUAL,40 a 49 ANOS,NÃO INFORMADO,NÃO INFORMADO,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
4f7864e4-734f-44bc-bdbf-246232d09ba9,0fc9eb69-7d5f-4c4c-a739-f336a5920c6c,ESPOSA(O),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,ADMINISTRADOR,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
93ec07aa-2bcc-43c8-9eee-23ae2c2e5690,9de1641b-6232-41eb-8dc6-8cd67040a3d7,VIZINHO(A),FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,SUPERIOR INCOMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
72326615-76d7-4e38-9b40-b03866e7cdf8,9c35952e-3e23-4fac-ad03-ce40318061c8,PADRASTO/MADRASTA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
151d5daf-76f0-47c1-8e4d-c271b9370ec5,3fa6ef60-2b76-408d-bac9-22d796aa363c,IRMÃO(Ã),MASCULINO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO SABE INFORMAR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
4213fc72-70da-43d7-a5c1-ab9b19746f45,f8c352cf-3edb-4701-80e7-e2c10f4819f8,PAI/MÃE,FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
59e689e9-5a25-4136-aca0-c7f4f9460c79,70992306-98c5-4398-ba9e-055115ad4f9f,VIZINHO(A),MASCULINO,NÃO INFORMADO,50 a 59 ANOS,MENTAL/INTELECTUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
e7d05215-076a-4c88-8478-5bffaedc3458,9f483de2-39ee-4faf-989c-d342dd3b3030,PAI/MÃE,MASCULINO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
9c414c5b-3ea8-40dd-bf24-358b7cd018d0,64fc1e6a-ee3a-4da6-a6bb-54b8254075a4,IRMÃO(Ã),MASCULINO,NÃO INFORMADO,50 a 59 ANOS,TEM DEFICIÊNCIA MAS NÃO SABE QUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO SABE INFORMAR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
20cb71b2-0a72-4729-a4ce-a4bf729abe97,03a7ede8-2289-4226-9110-495555e52bdd,PRESTADOR(A) DE SERVIÇO,FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,SEM RENDIMENTO,BRASIL
c82703b7-937d-4f3f-8c26-0875cc5987e6,e301aaa6-f230-47a7-8196-f6ca5b351712,EX-MARIDO,FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,COZINHEIRO GERAL,SUPERIOR INCOMPLETO,PRETA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,BRASIL
8542cbf2-15fe-4bff-8478-e5e441c16d3e,d9540904-1d2e-4563-9d5b-b0e6d4ccc767,OUTROS,MASCULINO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
b9587443-c8f5-4a39-8519-95d050500dfa,c52f870e-1da8-4d81-b2d5-6b37d5360312,FILHO(A),MASCULINO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
041d0438-f7d0-4b45-8525-1120c13e6cb2,75b0b3d0-8c89-4ed3-95b5-7504cce18e2b,FAMILIARES,FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
31c12d68-aee2-4987-a315-1a4bd56b814d,7ca23c87-28d3-4576-a49e-db2f9192620d,EX-NAMORADO(A),FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,SUPERIOR COMPLETO,BRANCA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,BRASIL
dfdc85f8-f9e1-4031-9c2f-50c58a25614f,41b231f1-eb18-40cd-9745-ceb6c78e99ff,PAI/MÃE,MASCULINO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
59e280ce-c92d-4ce0-bc66-09e43fc5946e,77ff5fbe-49fd-411d-80a2-8bf3c6f0f58c,VIZINHO(A),FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,HEPATITE AUTOIMUNE,AC,"TRABALHADOR DO SETOR PRIMÁRIO (AGRICULTURA, PECUÁRIA, MINERAÇÃO, EXTRATIVISMO)",FUNDAMENTAL COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
cb81d4ca-f63c-4284-997c-b9a175527c59,795850a0-7cf9-4725-a997-d40471b0be18,ESPOSA(O),FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
fc1b1880-1d71-4251-b64e-82e9f2ca2e6f,9035e417-380e-47c8-a13f-861d507e3d89,IRMÃO(Ã),FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
cf5b6dcd-a968-40a8-9e96-ec44d716a17d,c780204d-504b-48a2-aed1-abbc008ff235,VIZINHO(A),FEMININO,NÃO INFORMADO,50 a 59 ANOS,MENTAL/INTELECTUAL,NÃO POSSUI DOENÇA RARA,AC,VENDEDOR AMBULANTE,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
41819e09-2159-4220-9f3a-ce143395e4d3,27694e88-c21b-4819-852c-fb830fa2efd0,FILHO(A),FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,CABELEIREIRO,ENSINO MÉDIO INCOMPLETO,PARDA,PARDO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
bf00e623-9e83-4219-b392-f4c378d26a99,b0f3d0d8-d516-4556-8e8f-2277c22a9ca2,FILHO(A),FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,CABELEIREIRO,ENSINO MÉDIO INCOMPLETO,PARDA,PARDO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
aca9e058-afc5-4b9b-968e-4669d1968171,33a94bd1-6595-4759-a1fe-6675dcb30bdf,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
93e76cfd-ac94-4375-a44f-e412b0ea6aff,f3d17bed-4ad1-4c7c-8aa9-24b67c66dd0d,VIZINHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,VISUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO SABE INFORMAR,ANALFABETO(A),PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
ea2ee612-54b0-4e0a-910f-d6a702bd3284,95b5c8da-78e7-41e4-8c2b-b18c0b4232d7,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
5f45b3eb-b2f2-4722-ad4e-cd9f4f96ecac,a8a7863d-ffac-4d1e-b7c7-470e3141ea7f,OUTROS,MASCULINO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,POSSUI OUTRA DOENÇA RARA NÃO LISTADA ABAIXO,AC,NÃO INFORMADO,ANALFABETO(A),PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
1b140ede-9b5b-462d-8b3f-8515c4324d69,dc4248f9-832f-49c0-ba4c-ad0f4be16159,OUTROS,MASCULINO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,POSSUI OUTRA DOENÇA RARA NÃO LISTADA ABAIXO,AC,NÃO INFORMADO,ANALFABETO(A),PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
7d80b7e2-5c91-4427-b428-6dcdaddeb50c,b5673d94-d46b-4890-8270-737c256f8738,PRESTADOR(A) DE SERVIÇO,FEMININO,NÃO INFORMADO,60 a 69 ANOS,FÍSICA/MOTORA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
a143bbe0-08c1-4952-9b26-df8a619fa9ca,4338161d-9d4b-4e6e-8771-9854a787e129,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,BRASIL
22f87517-51fa-46ff-8f59-13b69b0702b6,0169c288-8b49-41f7-9138-828d46ecdadc,VIZINHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
87e14e07-dbf6-43e4-8db7-631c51f6cde2,c97467fa-0e2f-445c-ba56-cbfe25ffef98,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,BRASIL
175c662c-d5c6-47f9-be22-0458f110ea6b,f6c414a2-1170-4f0f-b346-ffd6d621f7d3,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
fc4ee8b8-ff8c-4fea-8779-631116dc6a8d,a1e31f9e-a77e-4bbd-9252-b7e81c0b91f3,VIZINHO(A),MASCULINO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
1128e92e-166b-4c8b-baa6-5147178e3f33,e718365c-86f9-44ae-aa67-5d481b4a1905,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
8c19d176-6c0a-42c8-adeb-5e5cb239c187,5c4b4c66-f120-4bd2-a55c-b82ad5693520,ESPOSA(O),MASCULINO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
d0bb9833-617b-4c07-ab9e-62a4d23a6f22,0a449036-11af-466e-9bfa-5fb8a61122c2,EX-COMPANHEIRO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO SABE INFORMAR,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
8c5501b1-b899-4cf1-83eb-1302c1648d3c,8dabc1a3-4e3f-45b9-854b-ec325cdf83b3,OUTROS,FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
b3fcfdd9-44de-41b6-bce3-f2376f3a21dd,a7b9e5fd-95c2-4416-826d-27b62e9d2d65,OUTROS,MASCULINO,NÃO INFORMADO,60 a 69 ANOS,MENTAL/INTELECTUAL,POSSUI OUTRA DOENÇA RARA NÃO LISTADA ABAIXO,AC,NÃO INFORMADO,ANALFABETO(A),PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
930d6f67-2b03-4588-a1e7-3d8991be415c,1b9db005-a88a-4743-97d4-ede97bec3ea6,PRESTADOR(A) DE SERVIÇO,FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
558cb67c-767f-4809-b588-3373bf64b85c,610cc6d1-f2a6-4dce-a42a-cafda07931a4,NÃO INFORMADO,FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,BRASIL
37feeeea-c657-43dc-abf1-97cda6ad0f2d,8ac849af-42e2-4b66-b494-3d056a5a1f60,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
2cb6344a-cdea-40a2-b3b1-8793bad8aa1f,bcba2bf5-ec3b-42f3-aa38-b960164e3374,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),BRANCA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
dbd63a7d-f2d3-47e9-9cb3-98fd1d5fa7a2,a7eea981-ac27-478e-b6b2-f1d5cf99ad2c,FILHO(A),MASCULINO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
bb2a650e-d9fa-4137-bec5-a64a07bbb49d,f62003d0-d367-462c-a9d9-34303460485b,OUTROS,FEMININO,NÃO INFORMADO,60 a 69 ANOS,VISUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
2b5eab97-a78a-4a8f-885e-845cf86beff7,f15e28c4-f158-4ea0-b3ed-493892806f46,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
878a92c8-2867-467d-8b6d-aab8a43600cf,b351fbcb-4a97-432b-ac83-67251b29eef3,FILHO(A),MASCULINO,NÃO INFORMADO,60 a 69 ANOS,FÍSICA/MOTORA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
029b5eec-5a0a-489a-86da-fcda7d309d0c,2411bf7e-e872-49ee-8e72-d78d0f21b22f,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
bea1ece5-a6be-40d8-b877-e36a312e7aab,266dc39a-a49f-4702-a772-426309fba868,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
69ead93b-5dd9-451e-8a59-6743e0143290,ebab553d-68ba-4145-b444-7b7f223455a2,DESCONHECIDO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,BRASIL
10360224-8bc9-44e7-aecf-c4714b603ba9,87df2f3d-55da-4087-ba54-f7f9c713b039,FILHO(A),FEMININO,NÃO INFORMADO,60 a 69 ANOS,MENTAL/INTELECTUAL,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,BRASIL
137cd14d-a203-4d87-8724-7bfe219e9c15,8ca2222e-cace-440a-b9f1-304cde51d58d,OUTROS,MASCULINO,NÃO INFORMADO,60 a 69 ANOS,VISUAL,POSSUI OUTRA DOENÇA RARA NÃO LISTADA ABAIXO,AC,NÃO INFORMADO,ANALFABETO(A),PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
c31bcd88-f0cc-4cea-b569-a2a9f84a424c,13f25b56-8165-4918-8a3f-97ace784aa7d,FILHO(A),MASCULINO,NÃO INFORMADO,60 a 69 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
84cb2e2f-f5b7-4532-8c37-4cb128f925f0,1af67b6a-c2e6-47b1-b6a0-8f4df013f85b,EX-COMPANHEIRO(A),MASCULINO,NÃO INFORMADO,60 a 69 ANOS,FÍSICA/MOTORA,NÃO POSSUI DOENÇA RARA,AC,NÃO INFORMADO,ANALFABETO(A),PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,BRASIL
