sk_Suspeito,Id_suspeito,NaturezaJuridicadoSuspeito,Sexodosuspeito,Orientacaosexualdosuspeito,Faixaetariadosuspeito,Deficienciadosuspeito,Doencararadosuspeito,Suspeitopreso,Pais_do_suspeito,UFdosuspeito,Profissaodosuspeito,Graudeinstrucaodosuspeito,RacaCordosuspeito,SuspeitoEtnia,Faixaderendadosuspeito,VinculoOrgaoPJdosuspeito,sl_suspeito_ramo
db6f6ba6-18ec-4af3-8098-11a8f262f358,770a2038-626b-4427-80bb-c82dabbb1256,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS PROFISSIONAIS LIBERAIS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
8c20156a-0ca1-4675-bf7a-69287a204e34,da636048-85fe-4ee5-97bb-47b8d4377e80,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,TÉCNICO DE ENFERMAGEM,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
cd3679fc-2a2c-4a06-84ed-7ffbe40a5edd,408b8489-0a04-4dda-9101-bfb6797124dc,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3648fbbb-8697-49e4-a6b9-8098679e0a4c,9929dfbd-3106-40b0-93b8-e146438a727a,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,"TRABALHADOR DO SETOR DO COMÉRCIO (AMBULANTE, VAREJISTA, ATACADISTA)",NÃO INFORMADO,INDÍGENA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
11824834-c5ff-44da-ae4d-163a51e42961,51917e39-f2a4-453f-919d-9585fa4610db,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,ANALFABETO(A),PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
8909e083-8014-456a-9c9f-d0c7ddeaa58a,69b43538-fa01-4ee7-ab7d-e503a8c6c208,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
011dc91b-4d85-4aa4-863e-13bacc1f3ff2,8be41e05-cb9a-4052-8b88-93ba7da20609,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
972af1dd-3d82-49dd-8977-3f2448fdf6a5,5e473882-82e1-4c11-a3b4-c49323284ccf,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
79f6b7e5-c311-47ac-9f91-abe45bc1a204,dda8b5c9-52e8-402c-bdfd-4a42eff4bc6f,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
99a1b8a7-fc39-4526-8cac-9a13445ece75,328c36c1-de5a-477d-934f-106397d1844b,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,DEMAIS COMUNIDADES TRADICIONAIS,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
e8da1465-3e61-4e0c-8a1b-77e39c090019,56962c00-61eb-4ac6-862c-58c5063ee305,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
61582135-89a9-426e-a756-9bc7dcace635,42414e82-1d5b-43b5-ae0d-bf87cb79c19e,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,NÃO INFORMADO,DEMAIS COMUNIDADES TRADICIONAIS,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
912afc9b-4db7-48a4-990d-397b858010b0,c1d9d990-5800-4f45-95f7-1ffb59143017,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9db8fdf4-c71f-4f26-8c36-40f756d32850,3e12d25d-4021-4890-859c-ddb4b420ac6f,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3b2e0beb-2972-4a98-9622-9a6939696faa,b4981ccd-21da-4378-ac77-cf3ac1d5b70a,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,PORTEIRO/VIGILANTE/RECEPCIONISTA,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
aea89367-b189-467a-bef3-64a94d0bd32f,07727c07-85f7-4317-ab5d-2db79692b2f3,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,POLICIAL CIVIL,ENSINO MÉDIO COMPLETO,PRETA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
fa97141d-73b3-47a0-9579-ef89cc67170c,55cb3c5d-e505-4bad-b384-4941ecbd3655,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ae85434b-ccd0-4614-b658-3803c1a85b58,ffdc815f-1b04-498b-8de7-290a6f976d8e,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
dca6ff1c-dc08-4533-8a30-dddac3ae4c5b,723172f3-0bc8-4db7-8763-30f7e2cf4889,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9805455b-a599-4502-b1f6-e95d19bc3095,7c72d337-9b2c-4822-b537-99e632d1d261,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ba98791b-3cd3-493c-9214-ebf3e277dc21,def8d3f9-dce5-49dd-85cf-9c76c95d9699,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,TEMPORÁRIA,BRASIL,AC,SERVIDOR PÚBLICO ESTADUAL/DISTRITAL,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
79022c4d-9e15-4cd2-9d11-a4a4b4e985b1,561d1fd4-31f8-4e74-8c1b-dc4a5fab9c82,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,SUPERIOR COMPLETO,BRANCA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
5a7c8ca5-5c4a-4da2-90bb-690afb1a0a3f,933d040b-157f-4ef2-bef8-80d7a0b4dd8d,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
392c770a-3723-406c-8681-585a9a8bf9be,6729990d-7563-4fc4-8dd5-41dde5a89c90,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,MARCENEIRO OU CARPINTEIRO E DEMAIS SERVIÇOS EM MADEIRA,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
169fb7c5-81b1-4cfe-8b66-f7e07c6b2e8f,51bd2d5d-4f08-4416-a98f-6a637789a8f7,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c2f1d64c-f54c-44cb-8462-626bfcb050cd,3e16081a-9b9a-482f-983a-f64376c1cf31,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b9a52074-dee0-404c-a8fb-9e885ddc3576,c7b9157f-94f0-47eb-89c3-61e9184703a7,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
aba8b4e2-4c90-433c-a2b0-dff9f9b07141,4eff5994-12ab-410e-89de-d606280231b3,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
1767eb64-e789-4020-aa61-c32dfa50833d,147d4583-8c38-4085-beba-358d39475c83,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,MAIS DE 5 A 15 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
d7453487-4ed9-4c33-b35c-2e33205f3008,9182cfb4-40b1-4b2b-a8bf-50515bab4fd5,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
7caab41e-961d-4ea4-919c-bfac9b5506c6,ebfb501f-5ab7-4339-a33b-7b141c8c2106,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
db29a898-3c0d-4f80-8cef-297e1b0e6962,09d9fc3f-01d9-4b54-93da-29f1e11e52c1,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
f4185211-f4ef-47a6-ad92-4f64af17713b,be13b37c-0bb9-461d-a85f-a45fba937ce0,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3358d4db-30c0-426b-9570-115b885cfc66,f00ff0ba-7741-46ce-be4c-f96dea2234d6,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
e5381877-ba82-47fc-b5c6-079855e47aa6,89d83e9e-5f03-4bfa-ae19-54c692608432,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ad3ae69a-ada4-454c-bf1a-b291d7dfc51e,37c91330-474f-4c9d-b807-5da2504b4149,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,ATENDENTE DE LOJAS E MERCADOS,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9d685ab0-5c9b-414d-a393-7f63e382af5b,1df5f565-c44a-491b-a978-dede48e4c387,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,VIDRACEIRO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
d101abc6-66a8-4027-946f-d75a7c7282f0,53bc2823-b7eb-4539-b73f-2f7cd8d197cd,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
aa5a36eb-b012-47fc-8063-de71cbcc0de4,6427417e-0d25-43ea-a4e6-8beacd2d72c4,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,PEDREIRO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
cb3b8bbd-1bad-4695-96b7-a421a2d4d059,d38ac19a-5c09-4fa3-b491-1cece3ca1bef,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
d7f28858-1d81-4039-bd4e-87f775c4b7d8,317826c4-080f-4d2a-a28b-abb5e1e6b5a3,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
8a146812-5c97-4595-ab96-2d3dd802c630,6470057b-0f03-4d4e-a6e1-31810993ef64,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,DEMAIS COMUNIDADES TRADICIONAIS,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
407a7260-3f59-4d93-8331-f12d634884d8,dd8522a0-7317-45b2-a43f-35f71841812a,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
bed33d60-54d0-4658-968d-afd7b3552340,9e92d562-530b-48ea-ade2-b120ba19090a,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
42626dd8-4d65-4059-b715-5b38704faf74,53ee079d-6e04-4f45-9984-ca0019c3ee49,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,30 a 39 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3e6de6a5-f24a-46a9-8e99-95d075bfeb7e,2e3f2c9e-6ff1-4b1f-ab00-1d927582eb3b,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
6dffc23d-1a18-4c24-98b9-cf697b2f62ff,271d75d1-44ab-4812-aaa9-3972457cd94b,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c489f235-8a50-488c-b394-30cb49445281,7b8554e0-63a2-4be4-96b8-2810a16c93c9,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
2fcc1ec5-8c86-4573-98b4-8a8611bd1c86,1c617cb1-2c0a-4379-9308-8722824aa934,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,PENA (RECLUSÃO),BRASIL,AC,"PEDREIRO, SERVENTE DE OBRAS, PINTOR DE OBRAS, ELETRICISTA OU PROFISSIONAL DA CONSTRUÇÃO CIVIL",NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
91a3228a-47ed-4169-a001-458e38671b96,6860a0a7-2f56-4d6d-82b4-a968f4c4b42a,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ba604ed9-4199-4b74-8aab-f874f21ca514,c2e1de61-cb2f-4a28-8c83-bb5ec98d6199,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
dbe2e2d5-be9a-4587-a023-983b333091e6,52e8917e-6c46-4e79-91b4-75cd2c74ea30,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
f7ce8bee-55a0-4797-be0a-8d23c9256082,d61f73ce-4783-4d15-bdf5-d495900405f7,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,ADMINISTRADOR,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
a35313ee-7b65-4dad-ba65-e7866487397b,066369d7-e88a-4f5b-9140-bdab17714581,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
ab74d413-2364-47ed-ae04-80183664295a,470985c8-e521-42f0-8e99-e7b69579477f,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
0618073f-9d83-419a-95df-a721554da624,85e16266-be0b-4de4-bdf9-76572849c513,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
678fef0b-a488-4f65-98e8-d8578b1f4336,27d353a9-7d81-4abd-8393-8c4fca385a4c,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
a550fb46-ad4e-4701-aa2f-6917160ced20,9955b607-817d-4203-ac62-771b9055fd40,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
36d0a5dc-c5c2-4958-9cb7-0eac0645670e,7ce16d83-c868-4615-87dd-ad3b9f910ae4,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,FAXINEIRO,ANALFABETO(A),BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c556c741-9371-49ba-8bc2-06c7fdcec9dc,7b1bd70b-d4b0-4640-8e3b-9bbb4454965a,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9a03fdb9-fb70-44a5-89c0-918934355ca6,58c4e1a8-fb61-4e18-9242-67bbf25857f8,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,PENA (RECLUSÃO),BRASIL,AC,"PEDREIRO, SERVENTE DE OBRAS, PINTOR DE OBRAS, ELETRICISTA OU PROFISSIONAL DA CONSTRUÇÃO CIVIL",NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
