Canaldeatendimento,Cenariodaviolacao,Denunciaemergencial,Denunciante,Pais,UF,Frequencia,Iniciodasviolacoes,sl_quantidade_vitimas,Motivacao,sk_Vitima,sk_Datadecadastro,sk_GrupoVulnerario,sk_Suspeito,sk_tipoViolacao
TELEFÔNICO,INSTITUIÇÃO DE ENSINO,NÃO,ANÔNIMO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,1.0,PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/ GANÂNCIA,934784f7-c9ff-4966-8173-951fbc03fff2,03ab8f0c-fa4e-44c1-9a2f-c640a3185652,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,e375082b-0c8e-4953-8ab1-8a136e52682d,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,LOCAL DE TRABALHO DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,AP,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,f20cefa1-115c-49a1-a586-9916e3fd8dbe,03ab8f0c-fa4e-44c1-9a2f-c640a3185652,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,ff7b80e8-468c-40eb-97d1-e90cda398e1a,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,SERVIÇO DE ABRIGAMENTO,NÃO,ANÔNIMO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DE CONFLITO DE IDEIAS,2f3807c3-75e7-40aa-8253-e0628610817b,03ab8f0c-fa4e-44c1-9a2f-c640a3185652,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,72265533-c8cf-4f4b-8295-cb7699417713,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PB,DIARIAMENTE,HÁ UM MÊS,5.0,FOI PRATICADO POR DUAS OU MAIS PESSOAS,f88eb2bf-a4eb-4e7d-a3d6-6952bb4475a7,03ad8f13-48bf-457a-88c1-06a480e6f50a,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,5e2e6bd8-60ea-4a4e-ad10-736038728b42,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PR,DIARIAMENTE,HÁ UM MÊS,6.0,NA RELAÇÃO FAMILIAR,f867247a-3665-41a5-98f0-d605e1b32b4c,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,9bccaf0c-3459-458a-ab86-e9592ea95154,e08c2d6a-954d-4b69-92e9-d3070aea6290
TELEFÔNICO,CASA DE FAMILIARES/AMIGOS,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RS,OCASIONALMENTE,HÁ UM MÊS,3.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,c71e0607-1674-4177-a2f4-5a9f46cf1191,03ad8f13-48bf-457a-88c1-06a480e6f50a,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,000bad85-a0bf-4321-a4f1-8b0c6d15e742,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,AM,DIARIAMENTE,HÁ UM MÊS,3.0,NA RELAÇÃO FAMILIAR,0ff0843c-2e77-49f6-8ba8-45a0c92eab47,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,3989e7ce-38ac-4272-b5a9-83905877a77b,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,RESULTANDO EM LESÃO LEVE,d7eeef1e-04ea-4c08-9adc-1f552a50ddc5,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,45f45e12-34be-4476-843f-dfb777b344f2,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PA,DIARIAMENTE,HÁ UM MÊS,4.0,NÃO INFORMADO,36d3c376-30eb-4efd-bf2e-577d75c87f77,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,14710d71-f383-4f91-87f8-8c50032a247e,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,4.0,NA RELAÇÃO FAMILIAR,c62aba3f-eae5-4f88-80ef-f23715844132,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,de7dc904-bf38-4e2a-a073-a09703e237e8,972be003-5e86-4cf4-900b-5d202b0352c7
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,BA,OCASIONALMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,ccd06974-37cf-4abe-8765-c554dbb58910,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,6f15dc5b-1413-4d4c-8063-05614644a176,15e8c8dc-791f-44b4-a188-86230f09ba4e
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,3.0,NA RELAÇÃO FAMILIAR,89ce02d3-9240-47bc-a9dd-af195a9c7580,03ad8f13-48bf-457a-88c1-06a480e6f50a,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,35fd8d4d-70d4-4466-804b-3ccc475582c0,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,c7a55f80-1cc8-41c3-be3d-65551bacb724,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ad8eb70b-559e-4888-9d2a-336a3ba48ac8,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,32c5d608-c858-46a5-aab7-cf0b66949e78,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,281e3e22-0e3e-4ffb-b5e0-ae34ac1534fb,e6913fdb-ab48-4f76-b0c0-2db9502cd3a4
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,345afd0e-e154-43d9-b631-c5a7ea09c485,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,28ec5260-8dce-4841-937f-183a04d06f75,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,c385470c-af9e-454a-98e8-44e5af3e9e69,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,07867d3d-fcdd-48f2-95f7-b2d2c96fea93,e08c2d6a-954d-4b69-92e9-d3070aea6290
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,PB,DIARIAMENTE,HÁ UM MÊS,4.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,dbc1ab67-8fc0-4305-9574-37a4f649cd81,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,5757849a-d6e0-46d2-a17a-202c29fde2a5,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,INSTITUIÇÃO DE LONGA PERMANÊNCIA DE IDOSO - ILPI,NÃO,TERCEIRO,BRASIL,BA,OCASIONALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,4cfff911-bd58-4a48-aa64-49240f1d17ee,03ad8f13-48bf-457a-88c1-06a480e6f50a,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,bc571459-85a1-4465-81ee-a9b0089dac4b,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,INSTITUIÇÃO DE ENSINO,NÃO,TERCEIRO,BRASIL,RN,OCASIONALMENTE,HÁ UM MÊS,1.0,NA FORMA DE AUXÍLIO/INSTIGAÇÃO/INDUZIMENTO/INCITAÇÃO,0866984f-aff0-4a28-8c49-2710e31ca749,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,8e872247-38de-4d46-8298-2d41769a2629,e08c2d6a-954d-4b69-92e9-d3070aea6290
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,8c5039e9-5294-407c-860e-92bc75b756e4,03ad8f13-48bf-457a-88c1-06a480e6f50a,55fc9909-0327-4a74-9096-3382459407ce,c1d09945-c788-41b8-a3a4-13e8a445b610,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,2.0,COM HUMILHAÇÃO,80158042-4be8-424e-bf7a-8e1385dc4813,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,5e58a037-4e89-4e20-92c5-0b76e526dd69,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DE FAMILIARES/AMIGOS,NÃO,TERCEIRO,BRASIL,SP,OCASIONALMENTE,HÁ UM MÊS,2.0,NÃO INFORMADO,6e7fe76a-00d2-4fde-aabf-dd979c6852fb,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,8d8a8bfc-6f68-44ab-9c32-4ab03644ae2b,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DE FAMILIARES/AMIGOS,NÃO,TERCEIRO,BRASIL,SP,OCASIONALMENTE,HÁ UM MÊS,2.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,1f32350f-1be0-4f07-82a3-e7bbf33e3acc,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,88b21b70-d14d-4d53-9f16-5b47a21019a2,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MA,DIARIAMENTE,HÁ UM MÊS,1.0,EM DESCUMPRIMENTO DE MEDIDA PROTETIVA,755eebbc-9e58-4801-aaa2-91d5e3f45c84,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,0cd83e2f-a2c0-4d92-8204-ade490ded307,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,INSTITUIÇÃO DE ENSINO,NÃO,ANÔNIMO,BRASIL,CE,DIARIAMENTE,HÁ UM MÊS,2.0,EM RAZÃO DA RELAÇÃO DE ENSINO,2272d9ce-2b80-41ce-bdc6-7ef7015a59a3,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,b1ac5c28-e99b-40d5-9648-ec1339b1bf53,e08c2d6a-954d-4b69-92e9-d3070aea6290
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,4.0,FOI PRATICADO POR DUAS OU MAIS PESSOAS,00007dcb-aae0-40dd-9ba5-b1f4fd963478,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,38bab135-be67-40e1-9f3f-f40cc47af72a,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2.0,NÃO INFORMADO,0188b202-ebf0-4c21-8a18-3f29b31807b9,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,07f36907-a7fc-42da-8fd6-e7bfeab6a9bd,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,5e28303b-3d69-4482-af9c-12aaf0e54204,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,c64b4f5c-ab3e-4586-a40f-31a1a1d4623b,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,4.0,EM RAZÃO DE CONFLITO DE IDEIAS,926f8aa5-5024-4075-a52b-0ea717e5f745,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,c695faf1-1ffe-4db7-96bd-9ee22052712e,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,127c8f0b-8554-4fa3-9659-e86132317b9e,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,032f3bd2-6cef-4252-b090-64b77564debc,972be003-5e86-4cf4-900b-5d202b0352c7
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,MG,OCASIONALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DE CONFLITO DE IDEIAS,1738d595-465f-4319-92d4-f6b66ffc9338,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,8a6f1a42-51bb-44bc-9625-ca625139e755,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,6.0,NÃO INFORMADO,63c759f2-3a72-4f73-bf72-5b0394aed23a,03ad8f13-48bf-457a-88c1-06a480e6f50a,6d7250c1-a426-4978-8864-3877f0f94893,758aa1db-09d9-40fb-8280-6b2934abf58b,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PE,DIARIAMENTE,HÁ UM MÊS,2.0,NÃO INFORMADO,1663420a-9c20-4c89-8351-364f4ca2c6c6,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,d3710c39-253b-4302-8e06-0b5f7bda9fa8,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,SERVIÇO DE ABRIGAMENTO,NÃO,TERCEIRO,BRASIL,SP,SEMANALMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,351c12a4-2ac6-413b-8f0b-aaf6c25fc289,03ad8f13-48bf-457a-88c1-06a480e6f50a,55fc9909-0327-4a74-9096-3382459407ce,f0543438-b8d4-445b-8517-b3b1beb440cc,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,6.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,18b4e463-9929-4417-b87a-cf1d9f84159f,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,8c551958-cc0a-498d-8cbd-00550704abc8,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,PE,SEMANALMENTE,HÁ UM MÊS,4.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,05526dd0-f953-4fa8-83db-b440154cf5e4,03ad8f13-48bf-457a-88c1-06a480e6f50a,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,732f73d2-087a-4596-afef-250daec5a688,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,VIA PÚBLICA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RJ,OCASIONALMENTE,HÁ UM MÊS,2.0,COM HUMILHAÇÃO,b9b00ce7-b57c-4c4e-876f-8a9a8a8b1f01,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,f86d2fd9-347d-4e41-aa3b-f3371a7009f1,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,6.0,NÃO INFORMADO,30896f86-d0da-4b94-a3b1-9a6e607db8ea,03ad8f13-48bf-457a-88c1-06a480e6f50a,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,ffd063eb-fcd0-43c6-957c-cc6e85671ee3,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,OUTROS,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,71a4686e-d1c6-4e49-a7d2-260bc59ece16,03ad8f13-48bf-457a-88c1-06a480e6f50a,4f451b2b-7f74-4b04-832f-c7b3a352f83e,a80a6cc6-20f5-40fd-af9d-49e418b5c598,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,bd3fc620-3521-4e41-b23d-54f71378d4c5,03ad8f13-48bf-457a-88c1-06a480e6f50a,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,ada375c0-09e1-49dd-8310-354fe3eb3303,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DE CONFLITO DE IDEIAS,d0f80941-9c17-4981-bf27-b751fb73c72e,03c19d2e-626d-4ee3-9e12-44ebea661cd6,4f451b2b-7f74-4b04-832f-c7b3a352f83e,1313a831-4311-4289-98ab-ee67b58621f5,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,AMBIENTE VIRTUAL,NÃO,A PRÓPRIA VÍTIMA,BRASIL,GO,SEMANALMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,49b9c3f6-39bf-4210-9dde-7075f2c2b199,03c19d2e-626d-4ee3-9e12-44ebea661cd6,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,397dc64d-bbbd-45ff-92a2-0462b610ce16,15e8c8dc-791f-44b4-a188-86230f09ba4e
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DE CONFLITO DE IDEIAS,dcc61f32-3524-4785-afb8-a959cbfe0fe2,03c19d2e-626d-4ee3-9e12-44ebea661cd6,4f451b2b-7f74-4b04-832f-c7b3a352f83e,e948865f-b70d-474f-9762-e13497667a05,8e9febf8-3b00-4a7e-b097-5609428076f1
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,45eeed82-71b1-4d86-9339-43805c63f5cb,03c19d2e-626d-4ee3-9e12-44ebea661cd6,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,996f3da2-ba71-4b4d-a0dc-6c14d6ce81df,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,8524ac8d-f22a-48c0-8b01-d8f9a9afe0ca,03c19d2e-626d-4ee3-9e12-44ebea661cd6,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,f8ff10f2-f166-4074-8e8d-6775a2e5d210,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,GO,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,a2d05d07-645c-4e96-8c53-1465dc30995e,03c19d2e-626d-4ee3-9e12-44ebea661cd6,4f451b2b-7f74-4b04-832f-c7b3a352f83e,5354a252-df57-4d25-980d-934db23eaa6d,b1234853-6ead-44e0-8883-ce17f2955409
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,c49132bd-e435-4035-82d6-3ce5b28add97,03c19d2e-626d-4ee3-9e12-44ebea661cd6,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,6f9f5961-64b6-4ab3-9e09-562c097db46e,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RS,OCASIONALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,5f7a4f58-42a7-4838-89d1-d57b23ea4452,050f6bf4-a78d-4d1d-903b-ca6cba5d6a4f,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,c7a98762-271d-4326-9516-f241197e1f88,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,VIA PÚBLICA,NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,a72d5ba5-857a-4cf6-bb32-1a68076941a3,050f6bf4-a78d-4d1d-903b-ca6cba5d6a4f,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ab4e6b15-2f4d-4bdf-a6cf-07620ae9f3b5,50645246-fe5d-49bd-b4fc-7f55666c191d
TELEFÔNICO,LOCAL DE TRABALHO DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,77aad836-e78a-4b30-8455-3c4f325f3d6a,050f6bf4-a78d-4d1d-903b-ca6cba5d6a4f,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,f1a0a236-08ea-45d7-b3bd-a694bfd721dc,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,RJ,OCASIONALMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,ec9926cc-aa06-4cde-bfab-600c1804526b,050f6bf4-a78d-4d1d-903b-ca6cba5d6a4f,4f451b2b-7f74-4b04-832f-c7b3a352f83e,5071caf2-6d00-4d75-af79-8f894ac093b3,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,LOJA,NÃO,ANÔNIMO,BRASIL,SP,ÚNICA OCORRÊNCIA,HÁ UM MÊS,1.0,EM RAZÃO DA PROFISSÃO,8f67f3c7-92bd-4561-af3d-6f1f910c3e9a,0581a3fa-e727-4f9c-9b8b-a316c0069ae6,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,1b794274-e4d3-4d71-a817-bacbec32f829,e08c2d6a-954d-4b69-92e9-d3070aea6290
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,44b184df-5550-4906-a6df-fd763d958157,0581a3fa-e727-4f9c-9b8b-a316c0069ae6,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ca27f798-6618-484f-9eb4-2472824a6204,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,AMBIENTE VIRTUAL,NÃO,A PRÓPRIA VÍTIMA,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,07a2cc1f-3b3f-4ecc-9e18-312af3a7309d,0581a3fa-e727-4f9c-9b8b-a316c0069ae6,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,9f4fc0f5-c58b-4993-a497-635d3557de36,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,AM,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,7e1e9735-4e3d-48f3-aed4-99236b4a661b,0581a3fa-e727-4f9c-9b8b-a316c0069ae6,4f451b2b-7f74-4b04-832f-c7b3a352f83e,c9909620-ee91-4e3c-9ff1-9b48f02f79cc,48f7bde8-bb5e-4a70-badb-2dc98831e88f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,AM,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DO SEXO BIOLÓGICO,2609f70a-334e-403e-a122-43d04639e4fb,0581a3fa-e727-4f9c-9b8b-a316c0069ae6,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,7e1368cb-8f37-450d-82fb-ac451a1cb3b2,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,db64d54f-de6f-4565-a4ac-bcc908aa3f80,058512e4-975c-464f-a7bf-c8121846f320,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,588c4187-7e47-40e9-9905-9fb12bbd6db7,151c0791-2fac-4004-adca-62584213a14f
